movie_id,title,budget,original_language,overview,popularity,revenue,runtime,release_status,vote_average,vote_count,genre_id,genre_name,production_company_id,production_company_name,rn,release_year,profit,success
27759,55 Days at Peking,17000000,en,"Diplomats, soldiers and other representatives of a dozen nations fend off the siege of the International Compound in Peking during the 1900 Boxer Rebellion. The disparate interests unite for survival despite competing factions, overwhelming odds, delayed relief and tacit support of the Boxers by the Empress of China and her generals.",3.321095,10000000.0,154.0,Released,6.3,36,18,Drama,4928,Allied Artists Pictures,1,1963,-7000000.0,0
433715,8 Days,0,en,"After sneaking to a party with her friends, 16-year-old Amber Stevens goes missing. Forced into the world of sex trafficking, her family and community fight to get her back. Inspired by actual events.",0.015295,0.0,90.0,Released,0.0,0,18,Drama,85248,After Eden Pictures,1,2014,0.0,0
13982,8 Heads in a Duffel Bag,0,en,"Mafia hitman Tommy Spinelli (Joe Pesci) is flying to San Diego with a bag that holds eight severed heads, which he's bringing to his superiors to prove that some troublesome rival mobsters are permanently out of the picture. When his bag gets accidentally switched at the airport, Tommy must track down his duffel bag and the 8 heads it contains.",5.016607,0.0,95.0,Released,5.4,39,35,Comedy,41,Orion Pictures,1,1997,0.0,0
65,8 Mile,41000000,en,"""The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy """"B-Rabbit"""" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.""",32.798571,215000000.0,110.0,Released,6.8,1626,18,Drama,23,Imagine Entertainment,1,2002,174000000.0,1
1958,8 Women,8000000,fr,"Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret.",8.204829,0.0,111.0,Released,6.9,196,35,Comedy,83,France 2 CinTma,1,2002,-8000000.0,0
3489,88 Minutes,30000000,en,"""""""88 Minutes"""" focuses on a college professor (Pacino) who moonlights as a forensic psychiatrist for the FBI and receives a death threat claiming he has only 88 minutes to live.""",16.883429,16930884.0,108.0,Released,5.7,313,53,Thriller,559,TriStar Pictures,1,2007,-13069116.0,0
8224,8MM,40000000,en,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",25.580272,96618699.0,123.0,Released,6.1,474,53,Thriller,441,Columbia Pictures Corporation,1,1999,56618699.0,1
12244,9,30000000,en,"When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",55.806402,48428063.0,79.0,Released,6.6,1262,12,Adventure,1268,Focus Films,1,2009,18428063.0,0
343795,90 Minutes in Heaven,5000000,en,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",3.943706,4842699.0,121.0,Released,5.4,40,18,Drama,10405,Emmett/Furla Films,1,2015,-157301.0,0
453,A Beautiful Mind,60000000,en,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",59.248437,313542341.0,135.0,Released,7.7,3009,18,Drama,23,Imagine Entertainment,1,2001,253542341.0,1
55720,A Better Life,10000000,en,A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while traveling across town to perform landscaping work for the city's wealthy landowners.,4.123533,1759252.0,98.0,Released,7.0,54,18,Drama,491,Summit Entertainment,1,2011,-8240748.0,0
5902,A Bridge Too Far,22000000,en,Tells the story of operation Market Garden. A failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,20.256571,50750000.0,175.0,Released,6.9,207,18,Drama,60,United Artists,1,1977,28750000.0,1
9487,A Bug's Life,120000000,en,"""On behalf of """"oppressed bugs everywhere,"""" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.""",87.350802,363258859.0,95.0,Released,6.8,2303,12,Adventure,2,Walt Disney Pictures,1,1998,243258859.0,1
